title,website_url,source,grades_or_ages,prices_mentioned,description
Flirting with the Devil,https://www.home-school.com/catalog/detail.php?idn=424,Homeschool World,Grades K-12,$12.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Hints on Child Training,https://www.home-school.com/catalog/detail.php?idn=46,Homeschool World,Grades K-12,$9.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
True Sexual Morality,https://www.home-school.com/catalog/detail.php?idn=483,Homeschool World,Grades K-12,$25,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Epidemic,https://www.home-school.com/catalog/detail.php?idn=484,Homeschool World,Grades K-12,$24.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
The Harsh Truth About Public Schools,https://www.home-school.com/catalog/detail.php?idn=485,Homeschool World,Grades K-12,$22,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Homeschooling on the Threshold,https://www.home-school.com/catalog/detail.php?idn=49,Homeschool World,Grades K-12,$4.99,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Chef’s Companion,https://www.home-school.com/catalog/detail.php?idn=504,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Learn to Knit,https://www.home-school.com/catalog/detail.php?idn=505,Homeschool World,Grades K-12,$5.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Learn to Crochet,https://www.home-school.com/catalog/detail.php?idn=506,Homeschool World,Grades K-12,$5.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Stain Removal,https://www.home-school.com/catalog/detail.php?idn=507,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Home Schooling on a Shoe String,https://www.home-school.com/catalog/detail.php?idn=513,Homeschool World,Grades K-12,$17.99,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
"The Way Home, 25th Anniversary Edition",https://www.home-school.com/catalog/detail.php?idn=524,Homeschool World,Grades K-12,$12.99,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Handoff,https://www.home-school.com/catalog/detail.php?idn=525,Homeschool World,Grades K-12,$12.99,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
The Greenie,https://www.home-school.com/catalog/detail.php?idn=528,Homeschool World,Grades K-12,$9,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Gardening,https://www.home-school.com/catalog/detail.php?idn=575,Homeschool World,Grades K-12,$5.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Argumentative Essay,https://www.home-school.com/catalog/detail.php?idn=576,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
American Sign Language,https://www.home-school.com/catalog/detail.php?idn=577,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Chef's Guide to Herbs & Spices,https://www.home-school.com/catalog/detail.php?idn=578,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Chef's Guide to Stocks & Sauces,https://www.home-school.com/catalog/detail.php?idn=579,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Declaration of Independence,https://www.home-school.com/catalog/detail.php?idn=580,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Expository Essay,https://www.home-school.com/catalog/detail.php?idn=581,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Introduction to Music,https://www.home-school.com/catalog/detail.php?idn=582,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Kitchen Tricks and Tips,https://www.home-school.com/catalog/detail.php?idn=583,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
Weights and Measures,https://www.home-school.com/catalog/detail.php?idn=585,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
World and U.S. Map,https://www.home-school.com/catalog/detail.php?idn=587,Homeschool World,Grades K-12,$6.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
American History 1 & 2 (2 Guides),https://www.home-school.com/catalog/detail.php?idn=588,Homeschool World,Grades K-12,$13.90,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
The Bible and Birth Control,https://www.home-school.com/catalog/detail.php?idn=7,Homeschool World,Grades K-12,$4.95,"#1 homeschool magazine. Freshest, most cutting-edge homeschool help. Bonuses for subscribers. 20th year of publication. Join us today!"
