title,website_url,a2z_source_url,grades_or_ages,prices_mentioned,description
Anything Left-Handed,http://www.anythinglefthanded.co.uk/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"der into searching for more information on the web or in books and publications. ### Left-handers Tip: When creating worksheets for lefties, put the samples across the top, not down the left side. [Anything Left-Handed](http://www.anythingl"
Apple Education Community,https://education.apple.com/en,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,Free,"lum_shop/free-homeschooling-curriculum-materials/) ThisA2Z page has internet locations for ordering physical materials, curriculum and supplies. Get homeschooling and educational supplies for less. [Apple Education Community](https://educat"
Are there ways of getting tax credits for home schooling?,https://www.investopedia.com/the-cost-of-homeschooling-5199813,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"component of the program allows third parties, including relatives, friends, corporations, unions, and organizations, to contribute to an individual’s ESA. ### Other Homeschool Sites on this Topic [Are there ways of getting tax credits for "
Atlas of Veterinary Clinical Anatomy,https://www.hillsvet.com/practice-management/atlas-of-veterinary-clinical-anatomy,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,"tomy, but they can teach some things better, either by themselves or through synergy with conventional methods. Try out this award-winning virtual frog- as a case in point. ### Inside Mammal Bodies [Atlas of Veterinary Clinical Anatomy](htt"
Aviation Museum Locator,http://www.aero-web.org/museums/museums.htm,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,210800/http://a2zhomeschooling.com/explore/biology_kids/animals-biology_kids/dinosaurs/best_dinosaur_digs_field_trips/)<br>AN A to Z RESOURCE<br>Places where you can go and see dinosaurs up close.<br>[Aviation Museum Locator](https://web.ar
Beach High School,https://www.beachhigh.education/,https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/,High School,,as.com/teens/homeschool-transcript-templates/#Samples) - [Templates for Homeschool Transcripts](https://homeschooling.gomilpitas.com/teens/homeschool-transcript-templates/#Transcripts) ### Advisors [Beach High School](https://www.beachhigh.
Bear Safety in Alaska packet,https://www.nps.gov/anch/learn/nature/bear-safety-for-kids.htm,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"."") Websites that have planning home schools can use. The structured lesson plans are helpful. Usually these have goals and objectives and meet state standards for home schools. ### Animals & Pets [Bear Safety in Alaska packet](https://www."
Biology 4 Kids,http://www.biology4kids.com/,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,High School,,or-high-school-students/#AP) [Biology Topics](https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/#Topics) ### Intermediate and High School Online Classes [Biology 4 Kids](http://www.biology4kids.co
Borax,http://www.henkelna.com/henkel-store-locator-9949.htm,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,"Note on where to get Borax You can get Borax at Target, Home Depot And Walmart. The Dial Corporation acquired the consumer products division of U.S. Borax in 1989 and can instruct you where to buy [Borax](http://www.henkelna.com/henkel-stor"
Bouncy Polymer Chemistry,https://www.sciencebuddies.org/science-fair-projects/project_ideas/Chem_p012.shtml,https://homeschooling.gomilpitas.com/explore/chemistry/gak-flubber-silly-putty-oobleck-recipes/,,,"and glue mixture - Stir and store in a plastic bag Mix well. Add food coloring if you wish. Let it dry about an hour. When ready, it will be smooth and rubber-like. Store in an airtight container. [Bouncy Polymer Chemistry](https://www.scie"
Bug Fun,https://www.uky.edu/Ag/Entomology/ythfacts/bugfun/bugfun.htm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,The zoologists must travel to the collection’s location – a time-consuming and expensive procedure – or the specimens are sent by mail. ### Bug Arts and Crafts and other Insect Activities for Kids [Bug Fun](https://www.uky.edu/Ag/Entomology
Bug Pets,https://www.amentsoc.org/insects/caresheets/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,tic.com/MagicSchoolBus/games/bugs/index.htm) Insect parts for kids to learn about. Assemble a bug you know or create an entirely new bug out of these drawers full of insect parts. ### Bugs As Pets [Bug Pets](https://www.amentsoc.org/insects
Build Your Own Ant Terrarium,http://www.education.com/activity/article/make_ant_farm_first/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"everything works out. [The Antlion Pit](https://www.antlionpit.com/) The larval stage of this insect is a voracious eater of ants, and thus its name. Find out why it is also called a “Doodlebug.” [Build Your Own Ant Terrarium](http://www.ed"
Building an Ant Farm,https://askabiologist.asu.edu/how/building-ant-farm,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,om/activity/article/make_ant_farm_first/) Step-by-step instructions on how to build a 6″x6″x3/4″ Plaster/Gypsum Ant Terrarium or Habitat. Other types also have instructions on how to make or order. [Building an Ant Farm](https://askabiologi
Bulfinch’s Mythology,https://mo01931486.schoolwires.net/cms/lib/MO01931486/Centricity/Domain/1584/BULFINCH%20Mythology_The%20Age%20of%20Fable.pdf,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"d Babe were so large, the tracks they made galivanting around Minnesota filled up and made the 10,000 lakes. [Lesson](http://www.first-school.ws/activities/onlinestory/books/pbunyan.htm). ### Myths [Bulfinch’s Mythology](https://mo01931486."
Butterfly School,http://www.butterflyschool.org/student/index.html,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,Free,"p://butterflies.freeservers.com/) Whether you are looking for more information about collecting real butterflies and moths or just looking for animated gifs of bugs, you’ll find it on this website. [Butterfly School](http://www.butterflysch"
Callirobics,https://www.callirobics.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,preschool; kindergarten; elementary,,"nts, manuscript or italic. [Build a Handwriting Activity](http://www.edhelper.com/handwriting.htm) Create your own worksheet with this form from EdHelper. Supports printing, cursive and D’Nealian. [Callirobics](https://www.callirobics.com/)"
Camp Skits,http://www.ultimatecampresource.com/site/camp-activities/camp-skits.html,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,elementary,,"e these are the choices which will pop on camera. The only directors who will want to work with actors who make the safe choices are amateurs, students, and corporate filmmakers. ### Skits for Kids [Camp Skits](http://www.ultimatecampresour"
Car-Schooling,http://groups.yahoo.com/group/CarSchooling,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,,"iation Museum Locator](https://web.archive.org/web/20170706210800/http://www.aero-web.org/museums/museums.htm)<br>Find a place in Canada, The UK or the USA where you can experience flight history.<br>[Car-Schooling](https://web.archive.org/"
Child Labor Script—You are the Judge,https://www.scribd.com/document/337384022/Script-for-Child-Labour/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"mfortable truth: sometimes, darkness comes from unexpected places. Publication Date: July 31, 2016. [Kindle Edition](https://www.amazon.com/Harry-Potter-Cursed-Child-Production-ebook/dp/B01BMJWU4Q/) [Child Labor Script—You are the Judge](ht"
Children’s Butterfly Site Coloring Page,http://www.kidsbutterfly.org/coloringpages,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"he fascinating world of butterflies. Here you can tour our photo gallery, learn how to plant a butterfly garden, take a field trip, find a pen-pal, chat with other butterfly-lovers and so much more. [Children’s Butterfly Site Coloring Page]"
Chinese Myths and Fantasies,https://www.si.edu/object/siris_sil_850572,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,hs [Bulfinch’s Mythology](https://mo01931486.schoolwires.net/cms/lib/MO01931486/Centricity/Domain/1584/BULFINCH%20Mythology_The%20Age%20of%20Fable.pdf) A prize winning site about the Age of Fable. [Chinese Myths and Fantasies](https://www.s
Christian K12 Online School,http://www.enlightiumacademy.com/homeschool#bluebutton,https://www.homeschool.com/secular-homeschooling/,PreK; High School,varies,. - [PreK-12th Online Curriculum](https://www.time4learning.com/?utm_source=homeschool.com&utm_medium=display&utm_campaign=rf+bnr+hscs+time4learning-bts-2022&homeschool_ad_click=time4learning_bts) - [Christian K12 Online School](http://www.
Christmas Around the World – a Christmas Play,http://www.dltk-holidays.com/xmas/christmas_play.htm,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"m, who was as honest as he could be. [The Birth of Jesus](http://www.kidssundayschool.com/619/gradeschool/the-birth-of-jesus.php) Your basic Luke 2 nativity skit, nicely formated for young actors. [Christmas Around the World – a Christmas P"
Cinderella,http://www.kidsinco.com/2009/05/cinderella-2/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,elementary,,"s](http://www.ultimatecampresource.com/site/camp-activities/camp-skits.html) Most of the skits listed here require minimal preparation, and can be easily adapted to accommodate groups of all sizes. [Cinderella](http://www.kidsinco.com/2009/"
Classic Movie Scripts,http://www.aellea.com/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,84022/Script-for-Child-Labour/) Mr.Donald: I do not have evidence but you guys don’t as well! Try and prove yourself! Sakura: Evidence? I have evidence. One is this picture. (Get some picture out) [Classic Movie Scripts](http://www.aellea.c
Concepts of Biology,https://openstax.org/books/concepts-biology/pages/1-introduction,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,,,Placement Program Biology Lab Manual For Students](https://www.amazon.com/College-Board-Advanced-Placement-Program/dp/B004GIGKBU/?tag=a2zhomeschooling-20) can prepare a teen for the AP Biology exam. [Concepts of Biology](https://openstax.or
Consumer Information Catalog,"https://pueblo.gpo.gov/Publications/PuebloPubs.php ""Consumer Information for Homeschoolers and the homeschooling community.""",https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,af-blind. Available to schools and families and are a free-loan library of described and captioned educational media and information related to accessible media. U.S. Department of Education funded. [Consumer Information Catalog](https://pu
Cool Insects You Can Raise at Home,https://theweek.com/articles/464191/6-cool-insects-raise-home,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,"them. insects and other invertebrates are no exception. In most cases they are easy to look after (provided you’ve found out about them first), inexpensive and don’t require a vast amount of space. [Cool Insects You Can Raise at Home](https"
Creation Myths,http://www.cs.williams.edu/~lindsey/myths/myths.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"es](https://www.si.edu/object/siris_sil_850572) Ancient Chinese myths were not recorded in a systematic way in any work, and, as a result, only fragments of them are extant today. From China Vista. [Creation Myths](http://www.cs.williams.ed"
Creation Stories and Myths,http://www.magictails.com/creationlinks.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,today. From China Vista. [Creation Myths](http://www.cs.williams.edu/~lindsey/myths/myths.html) Here are a large group of links to Creation Myths from a variety of cultures from around the world. [Creation Stories and Myths](http://www.magi
Dancing under a Polarized Sky,http://www.polarization.com/bees/bees.html,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,o tell other foragers where the food is. The dancer “spells out” two items of information— distance and direction—to the target food patch. Recruits then leave the hive to find the nectar or pollen. [Dancing under a Polarized Sky](http://ww
Dear Uncle CHiN,https://www.californiahomeschool.net/howTo/unclechin/uncle107.htm,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"nstructional materials. The new rule takes effect on April 13, 2022. _Homeschooling doesn’t allow families to opt-out of paying state and local taxes that contribute to funding for public schools._ [Dear Uncle CHiN](https://www.californiaho"
"Deductions For School Tuition, Home School Educational Expenses, And Public School Educational Expenses in Louisiana",https://revenue.louisiana.gov/IndividualIncomeTax/SchoolExpenseDeduction,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,K-12,"$5,000","urchased for subjects normally taught in public school grades K­12). This fact sheet should help answer questions about qualifying home school expenses for the K-12 education subtraction and credit. [Deductions For School Tuition, Home Scho"
Described and Captioned Media,https://dcmp.org/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,less. Free material that is available online is under the relevant page elsewhere on A to Z Home’s Cool. Use the site index or search engine above to find free online resources. ### Multiple Topics [Described and Captioned Media](https://dc
Discovery School Lesson Plans,https://sharemylesson.com/partner/discovery-educationl,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Elementary,,"Community](https://education.apple.com/en) Need a quick lesson idea that you can use with your students tomorrow, or new ways to take your own ideas further? Get started with these great resources. [Discovery School Lesson Plans](https://sh"
Dissecting a Whole Chicken,https://lyncean.education/projects/human-body/whole-chicken/,https://homeschooling.gomilpitas.com/explore/biology/anatomy-for-kids/,,,rent from skin cells; blood cells are very different from brain cells. [Visible Human](https://www.madsci.org/~lynn/VH/) Annotated images of cross sections of the human body. ### Inside a Chicken [Dissecting a Whole Chicken](https://lyncean
DNA From the Beginning,https://www.dnaftb.org/,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,,,"ucscout.org/courses/ap-environmental-science/) Earth’s Systems, Human Population Dynamics, Natural Resources, Environmental Quality, Global Changes, and Environment and Society. ### Biology Topics [DNA From the Beginning](https://www.dnaftb"
Do You Know What Law Enables You To Homeschool?,http://www.thehomeschoolmom.com/do-you-know-your-local-homeschool-law,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/homeschool-laws-legalities-archive/,,Free,"quoted, it makes a big difference where the phrase was taken from the decision of that case? by Attorney Deborah Stevenson, Executive Director of the National Home Education Legal Defense. ### FAQ [Do You Know What Law Enables You To Homesc"
Drivers Ed,http://driversed.com/crd/ref.aspx?id=AZSCHOOL,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/lessons-and-ideas-directory-page/,,Free,//a2zhomeschooling.com/main_articles/bookstore_etiquette/) Here are some suggestions of how you can help so that a clean copy of the product you want can be found next time you go to the bookstore. [Drivers Ed](https://web.archive.org/web/2
Dysgraphia,http://drlindasblog.com/dysgraphia-definition/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"e written work, whether or not they have accompanying physical or cognitive difficulties. They may learn much less from an assignment because they must focus on writing mechanics instead of content. [Dysgraphia](http://drlindasblog.com/dysg"
Dyslexie,https://www.dyslexiefont.com/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,"ting, whether a child is learning to print the letters or write in cursive “joined up:” 1. correct letter formation 2. uniform letter size 3. uniform slant 4. spacing ### Fonts – Styles of Writing [Dyslexie](https://www.dyslexiefont.com/) A"
D’Nealian alphabet worksheets,http://www.first-school.ws/theme/alphabetp12a.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,preschool; kindergarten; elementary,Free,ealian. [Callirobics](https://www.callirobics.com/) Commercial site. Handwriting exercises to music to improve small-muscle skills and eye-hand coordination. Good for aural learners young and old. [D’Nealian alphabet worksheets](http://www.
EdHelper.com,https://www.edhelper.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Elementary,,"ns, all written by teachers for teachers. Use the pull-down menus below to browse by subject, grade, or both. Also lesson plans to support Assignment Discovery and TLC Elementary School programming. [EdHelper.com](https://www.edhelper.com/)"
EdSitement,http://edsitement.neh.gov/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,gramming. [EdHelper.com](https://www.edhelper.com/) Worksheets – Teacher’s Lesson Plans – WebQuests – Primary Teacher Resources – Math – Writing – Reading – Science – Technologys – Social Studies. [EdSitement](http://edsitement.neh.gov/) Fr
Education World Lesson Plan Center,https://www.educationworld.com/a_lesson/index.shtml,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,"t](http://edsitement.neh.gov/) From the National Endowment for the Humanities. Lessons and units for art and culture, literature and language arts, foreign language, and history and social studies. [Education World Lesson Plan Center](https"
"Educational Fontware, Inc.","http://www.educationalfontware.com/ ""How to write? Learn handwriting, home school writing lessons.""",https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"to reverse letters of just have a hard time telling letters apart for whatever reason. Though not designed for handwriting, you could print out worksheets in this font to help out a dyslexic child. [Educational Fontware, Inc.](http://www.ed"
Educational Resources and Lesson Plans,https://www.eds-resources.com/edres.htm,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,,,"rts, foreign language, and history and social studies. [Education World Lesson Plan Center](https://www.educationworld.com/a_lesson/index.shtml) A resource for lesson plans and research materials. [Educational Resources and Lesson Plans](ht"
Educator’s Reference Desk,https://www.eduref.org/lessons,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Pre-K; 2nd Grade,,ans](https://www.eds-resources.com/edres.htm) Over 1000 links to lesson plans and other resources of potential use to homeschoolers. It also includes lesson plans and resources unique to this site. [Educator’s Reference Desk](https://www.ed
European Earwig,https://extension.psu.edu/european-earwigs,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,can use the on-line Key here to find out to what order your insect belongs. It is a good idea to have the insect in a ‘Bug Box’ whilst you use the Key – it’s much easier than relying on your memory. [European Earwig](https://extension.psu.e
Evolution,http://www.pbs.org/wgbh/evolution/,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,,,"s://www.dnaftb.org/) The science behind each concept is explained in this online class by animation, image gallery, video interviews, problem sets, biographies, and links. Available also on CD-rom. [Evolution](http://www.pbs.org/wgbh/evolut"
Factory Tours USA,http://factorytoursusa.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,Free,https://web.archive.org/web/20170706210800/http://www.homeedsa.com/Articles/Life%20Long%20Learning%20at%20the%20Zoo.asp)<br>Take into consideration your child’s learning style when visiting a zoo.<br>[Factory Tours USA](https://web.archive.
Fake Blood Recipes,https://www.thesprucecrafts.com/make-fake-blood-fake-blood-recipes-1105964,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"t it-if such is your desire. But first I am commanded to explain to you its full meaning. For it is not one prayer, but two — one spoken, the other not. Listen now to the silent prayer. ### Staging [Fake Blood Recipes](https://www.thespruce"
Family Travel Files,http://www.thefamilytravelfiles.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,Free,<br>A site devoted to providing information about factory tours. The unique feature of our site is that our visitors can access our system to add information about factory tours they have visited.<br>[Family Travel Files](https://web.archiv
Federal Reserve Bank of San Francisco,https://www.frbsf.org/education/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,elementary; high school,Free,"help you save hundreds of dollars by showing you what to buy, where to buy it, where to find freebies, how to have fun on a budget, and how to earn income from home. ### Math, economics, journalism [Federal Reserve Bank of San Francisco](ht"
FEMA Publications,https://www.ready.gov/publications,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"Guide to Free Computers](https://www.freebyte.com/free_computers/) Free used and recycled computers, mostly for schools, non-profit organizations and disadvantaged individuals. ### Health & Safety [FEMA Publications](https://www.ready.gov/p"
File Folder Farm,http://www.filefolderfarm.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Pre-K; 2nd Grade,,rence Desk](https://www.eduref.org/lessons) This collection contains more than 2000 unique lesson plans which have been written and submitted to AskERIC by teachers from all over the United States. [File Folder Farm](http://www.filefolderfa
Florida 4-H Bug Club,https://entnemdept.ufl.edu/bug_club/,https://homeschooling.gomilpitas.com/explore/biology/insects-and-bugs-for-kids/,,,w.csiro.au/en/news/all/articles/2022/june/facts-about-bugs) Can you tell a bug from a beetle? Does that bug you? We’re here to help. Our list of bug facts will soon have you in the know about bugs. [Florida 4-H Bug Club](https://entnemdept.
Folk Play Research Home Page,http://www.folkplay.info/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"mi/) A Japanese legend. With quick thinking, a boy saves the lives of 400 villagers from a sudden and deadly tsunami. ### Advanced Scripts – Including Shakespeare – for Teenagers and Mature Actors [Folk Play Research Home Page](http://www.f"
form a non-profit association,https://www.irs.gov/publications/p557,https://homeschooling.gomilpitas.com/legalities/a-tax-write-off/,,,"e rule-of-thumb for the IRS regarding home businesses. It is more like a hobby or paying for piano lessons. You are not under the control of a board of directors, unless you go to a lot of trouble to [form a non-profit association](https://"
Frankensein Study Guide,http://www.gradesaver.com/frankenstein/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,eeded for listening. [Frankenstein](http://www.literature.org/authors/shelley-mary/frankenstein/) A fairly modern fable on the perils of medical research. Read Mary Shelley’s fable online. Here’s a [Frankensein Study Guide](http://www.grade
Frankenstein,http://www.literature.org/authors/shelley-mary/frankenstein/,https://homeschooling.gomilpitas.com/explore/language_arts_kids/myths-fables-fairy-tales-and-folklore/,,,"ogoi). [Aesop’s Fables](http://www.umass.edu/aesop/index.php) Come listen to any of 655+ Fables, and learn about morals that have been handed down through the ages. RealAudio needed for listening. [Frankenstein](http://www.literature.org/au"
"Free Art Supplies, Craft Supplies and Free Craft Samples",https://www.needlepointers.com/main/showarticles.aspx?navid=3226,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"-plans-activities/free-materials/) Kindness to animals. Videos, DVDs, lesson plans, worksheets all free to network members. About how to affect the kind treatment of all animals. ### Arts & Crafts [Free Art Supplies, Craft Supplies and Free"
Free Color Printer from Xerox,https://www.freecolorprinters.xerox.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,articles.aspx?navid=3226) This page has so many links to internet sites that offer free craft samples and free art supplies. Take a look at what you can easily find using a computer. ### Computing [Free Color Printer from Xerox](https://www
Free Computers for Homeschoolers,https://getgovtgrants.com/free-computers-homeschoolers,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"ink through them, and report on your usage. Homeschooling is a perfect enviroment for learning the value of utilizing business resources offered to the educational community including home schools. [Free Computers for Homeschoolers](https:/"
Free Field Trips,http://www.fieldtripfactory.com,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/field-trips-directory/,,Free,"ited.<br>[Family Travel Files](https://web.archive.org/web/20170706210800/http://www.thefamilytravelfiles.com/)<br>World wide vacation ideas, though some of these might be right in your home town!<br>[Free Field Trips](https://web.archive.o"
Free Practice Paper,https://www.zaner-bloser.com/handwriting/zaner-bloser-handwriting/free-resources.php,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,"janbrett.com/alphabet/alphabet_traditional_main.htm) Jan has such a charming set of alphabet posters, you’ll want them to decorate your room. They are in traditional, cursive and modern manuscript. [Free Practice Paper](https://www.zaner-bl"
Free Teaching Aids,"http://www.freeteachingaids.com/ ""Free teaching aids. Home school instructional materials and free supplies.""",https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"nt bookstore for learning activities, college planning, parenting concerns. Cover a huge range of subjects for families, homeschooling, bullying, colleges, distance and local school type activities. [Free Teaching Aids](http://www.freeteach"
free version of Excel,https://www.microsoft.com/en-us/microsoft-365/excel,https://homeschooling.gomilpitas.com/legalities/records-and-reports/,,Free,"r.xls that will run on Mac, Unix, Linux, and Windows with any xls-compatible spreadsheet application already installed. ### Where to Buy an Application to Open the Excel File Microsoft now offers a [free version of Excel](https://www.micros"
Freebyte’s Guide to Free Computers,https://www.freebyte.com/free_computers/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,ding home schools. [Free Computers for Homeschoolers](https://getgovtgrants.com/free-computers-homeschoolers) Here is a list of options that can be availed to get Free Computers for Homeschoolers. [Freebyte’s Guide to Free Computers](https:
Freecycle Network,"https://www.freecycle.org/ ""Network great for homeschoolers and family home educators.""",https://homeschooling.gomilpitas.com/materials/curriculum_shop/free-homeschooling-curriculum-materials/,,Free,"ree teaching aids. Home school instructional materials and free supplies."") Resource books, that aren’t free, which list lots of things that are available to homeschool parents as well as teachers. [Freecycle Network](https://www.freecycle."
Fresh Plans,https://www.myfreshplans.com/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Pre-K; 2nd Grade,,C by teachers from all over the United States. [File Folder Farm](http://www.filefolderfarm.com/) Sets of learning games to print out and store in file folders. Topics are Pre-K through 2nd Grade. [Fresh Plans](https://www.myfreshplans.com/
Fundamentals of Biology,https://ocw.mit.edu/courses/7-01sc-fundamentals-of-biology-fall-2011/,https://homeschooling.gomilpitas.com/explore/biology/biology-classes-for-high-school-students/,high school,,"es you biology! Learn, study and understand the science of life. Topics covered range from: taxonomy, systems, biological molecules, photosynthesis, evolution, animals, plants, anatomy, and ecology. [Fundamentals of Biology](https://ocw.mit"
Generic Radio Workshop,http://www.genericradio.com/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,"tt and Costello’s “Who’s on First?”](http://www.phoenix5.org/humor/WhoOnFirst.html) Complete script for a dramatic reading for two people. Sound file, too, so you can learn to get the timing right. [Generic Radio Workshop](http://www.generi"
Google for Educators,https://edu.google.com/for-educators/overview/,https://homeschooling.gomilpitas.com/materials/curriculum_shop/lesson-plans-for-free/,Pre-K; 2nd Grade,,ing games to print out and store in file folders. Topics are Pre-K through 2nd Grade. [Fresh Plans](https://www.myfreshplans.com/) Cross-curricular lesson plans on all sorts of fascinating topics. [Google for Educators](https://edu.google.c
Grading States on Their Education Freedom,http://www.wsj.com/articles/SB969321534753500778,https://homeschooling.gomilpitas.com/directory-of-archived-posts-2017/homeschool-laws-legalities-archive/,,Free,"ou don’t know, you should. How else can you tell whether the next government official who tells you that you have to do what he says is lying or misunderstanding the law? By Deborah Stevenson, atty. [Grading States on Their Education Freedo"
Hamilton,http://atlanticrecords.com/HamiltonMusic/,https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,,,e Foresters: Robin Hood and Maid Marian](http://d.lib.rochester.edu/robin-hood/text/tennyson-foresters) By Lord Alfred Tennyson. Complete script for those who would like to do an olde English play. [Hamilton](http://atlanticrecords.com/Hami
Handwriting For Kids,http://www.handwritingforkids.com/handwrite/index.htm,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,Free,"andwriting/free-resources.php) As adults, sometimes we forget that kids need lots of practice to learn how to write clearly! It’s helpful to have lined paper to learn proper letter height and more. [Handwriting For Kids](http://www.handwrit"
Handwriting Worksheets,http://www.bry-backmanor.org/schoolfonts2.html,https://homeschooling.gomilpitas.com/explore/language_arts_kids/handwriting-teaching-cursive-and-manuscript-writing/,,,"ndwriting Practice Sheets](http://www.donnayoung.org/penmanship/) These sheets may be printed and reproduced by parents, guardians, and teachers for home or classroom use. Donna Young’s collection. [Handwriting Worksheets](http://www.bry-ba"
"Harry Potter and the Cursed Child, Parts I & II","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/dp/1338099132/ ""Harry Potter and the Cursed Child""",https://homeschooling.gomilpitas.com/explore/fine-arts/drama-free-scripts-for-kids/,Middle School,,"ee Plays for Middle School-aged Kids ![Harry Potter and the Cursed Child, Parts 1 & 2](https://i0.wp.com/homeschooling.gomilpitas.com/wp-content/uploads/2023/05/image-5.jpeg?resize=199%2C300&ssl=1) [Harry Potter and the Cursed Child, Parts "
