title,website_url,source,grades_or_ages,prices_mentioned,description
Abeka Academy Supplies T-shirt,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=387762,Abeka,Misc.,$14.95,"Are you looking for the perfect t-shirt to wear out running errands, on a field trip, or on vacation? Check out the Abeka Academy Supplies T-shirt ! This short-sleeve tee is comfortable to wear and is suitable for everyday use. We've provided this shirt in sizes ranging from Adult S-2XL to suit your specific needs."
Abeka Academy Umbrella,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=378313,Abeka,Misc.,$9.95,"Stay dry from the rain and show off your Abeka Academy pride with the Abeka Academy Umbrella . Offered in three convenient colors--blue, red, and black--this umbrella has a black handle with an easy-to-push button as well as a nylon wristlet to provide hands free carrying."
Abeka Assessments powered by EchoExam,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=431532,Abeka,Misc.,$49.00,"Digital Assessment is a one-year subscription per instructor which includes access by purchased course to Abeka's master library of over 38,000 test and quiz questions as well as 1,900 pre-authored editable tests and quizzes that can be tailored to your specifications. Abeka question banks include the following subject"
Abeka Clear Orbit Tumbler with Purple Lid,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=406678,Abeka,Misc.,$15.00,"Stay hydrated with the new Abeka Academy Orbit Clear Tumbler . These tumblers are perfect for class, field trips, family vacations, gifts, etc. Designed for cold liquids, these tumblers are convenient with a lid designed to easily hold a straw."
Abeka Golf Umbrella,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=436585,Abeka,Misc.,$24.95,Stay dry with this auto-open Abeka umbrella! Perfect for keeping in the car for unexpected rainy days or on hand for a mid-school day walk.
Abeka Gray Drawstring Pack,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=377783,Abeka,Misc.,$9.95,Bring your essentials with you wherever you go with this Abeka Gray Drawstring Pack . This light bag will hold your school and personal items while also showing off your Abeka pride with the white Abeka logo printed on the front of the bag.
Abeka Long-sleeved Shirt,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=406333,Abeka,Misc.,$22.95,"Are you looking for the perfect shirt to wear out running errands, on a field trip, or on vacation? Check out the Abeka Long-sleeved shirt ! This long-sleeve shirt is comfortable to wear and is suitable for everyday use. We've provided this shirt in a variety of sizes to suit your specific needs."
Abeka Photo Frame,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=435325,Abeka,Misc.,$14.95,"What better way to hold memories of your school year than with an Abeka photo frame? This frame features a black mat background with steel edges and is the perfect gift for your high school grad, a favorite teacher, or a homeschool parent."
Abeka Sling Bag,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=438812,Abeka,Misc.,$20.00,"The Abeka small sling bag is perfect for carrying your phone and wallet on hikes, field trips, or quick park trips—lightweight and great for all ages."
Abekamazing Reward Stickers,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=380121,Abeka,K4 &#8211; 12th Grade,$8.50,"Let your student know how well they’re doing with Abekamazing Reward Stickers . These colorful Abeka stickers include 240 individual stickers on 10 sheets with 21 different sticker styles. With many beautifully designed stickers to choose from, you can easily choose the appropriate sticker to congratulate your student "
Abraham &#38; Isaac Flash-a-Card,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=358991,Abeka,4th Grade,$32.15,"Teach your students about the importance of trust and patience through the lessons of Abraham and Isaac. Use these 5 lessons and 31 beautifully painted pictures that depict the stories of Abram’s following God’s leading, God’s providing a ram as a substitute for Isaac, Isaac’s finding a bride, and more. An easily detac"
Abraham and Isaac Flash-a-Card Bible Stories,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=359386,Abeka,"K5 &#8211; 1st Grade, 4th Grade",$11.80,"Teach your students about the importance of trust and patience through the lessons of Abraham and Isaac. Use these 5 lessons and 31 beautifully painted pictures that depict the stories of Abram’s following God’s leading, God’s providing a ram as a substitute for Isaac, Isaac’s finding a bride, and more. An easily detac"
Abraham and Isaac Lesson Guide,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=359157,Abeka,"K5 &#8211; 1st Grade, 4th Grade",$5.30,"Teach your students about the importance of trust and patience with this narrative lesson guide. Use these 5 lessons to depict the stories of Abram’s following God’s leading, God’s providing a ram as a substitute for Isaac, Isaac’s finding a bride, and more. An easily detached lesson guide gives you detailed content to"
Abraham Lincoln (Sons of Liberty Series),https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=68268,Abeka,5th Grade &#8211; 12th Grade,$20.45,"The lives of men and women who rise from obscurity to greatness fascinate us all, but they especially fascinate young people who have their lives still before them. Abraham Lincoln’s determination to do right, his faith in God, and his compassion for his fellow man remain an inspiration and pattern for young people tod"
Abraham Through Joseph Flash-a-Card,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=97888,Abeka,7th Grade,$40.20,"Journey through Genesis as you travel from Ur to Egypt with Abraham, Isaac, Jacob, and Joseph in the Abraham through Joseph Flash-a-Cards . Show the importance of trusting God’s instructions through these 10 lessons and 36 picture cards. Also included is a detailed lesson guide which gives you content to teach, prompts"
Abraham through Joseph Lesson Guide,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=97950,Abeka,7th Grade,$5.30,Already included in Bible Flash-a-Card set; order extra copies as needed.
Across the Meadow,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=242985,Abeka,2nd Grade,$24.20,"Use phonics skills to venture through a busy barnyard, a New England orchard, and an energetic soccer field while catching the details that make story settings vivid in the mind of a child. This book is filled with classics and children favorites, including 16 stories, 1 play, and 19 poems. This is the third book (2c) "
Across the Meadow Teacher Edition,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=242993,Abeka,2nd Grade,$37.05,"Read along with your students with your own copy of Across the Meadow. This hardcover, spiral-bound teacher’s companion includes a copy of the student book with added teaching helps for each story and exercise. Gr. 2. Product Features Goals and objectives teach you what to look for as your students read. More than just"
Addition and Subtraction Animal Flashcards,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=182826,Abeka,K5,$44.00,Let these colorful animals help your child understand what adding and subtracting are all about! Use these 84 flashcards to introduce and review adding numbers that equal up to 10 and basic subtraction concepts. Each combination card has an animal illustration with the combination printed on the front. The reverse cont
Adoniram Judson God's Pioneer (Heroes of the Faith Series),https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=82678,Abeka,7th Grade &#8211; 12th Grade,$20.45,"Never mind that America had no foreign missionary societies—he would help start one! Let the British kick him out of India—he would take the good news to Burma. Tear him from his wife and children, lock him up in a filthy prison, beat him, starve him—nothing could deter Adoniram Judson from his mission. He would blaze "
Advanced Five Year Old Kindergarten Curriculum Lesson Plans,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=101206,Abeka,Misc.,$130.40,Let Abeka use its vast educational experience to significantly decrease your preparation time and increase your success! Our advanced kindergarten materials are available for students who excelled in four-year-old kindergarten and are ready for a challenging learning experience. A detailed lesson guide for each of the 
Adventures in Greatness Speed and Comp Reader,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=402834,Abeka,6th Grade,$23.60,"How did great men, great books, and great ideas get their start? The challenging and interesting weekly selections in this reader will answer those questions as students work to develop skills in reading speed and comprehension. Perforated quizzes, a quiz key, and a reading record sheet are included in each text"
Adventures in Nature Speed and Comprehension Reader,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=381616,Abeka,5th Grade,$23.60,"Help boost your students’ reading speed and comprehension with Adventures in Nature Speed & Comprehension Reader . This book contains engaging reading exercises about storms, animals, flowers, explorers, and more! With this updated edition, you’ll find new informative selections, thought provoking discussion questions,"
Adventures in Other Lands Speed and Comprehension Reader,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=338923,Abeka,4th Grade,$23.60,Help boost your students’ reading speed and comprehension with Adventures in Other Lands . This book of 28 stories includes informative and narrative selections highlighting international cultures and missionary endeavors. Each story contains a corresponding quiz and the number of words in the selection to determine re
Aesop's Fables for Young Readers,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=195383,Abeka,1st Grade,$23.60,"Enrich your child’s mind through the valuable yet entertaining lessons presented in this 115-page book of famous fables from Aesop! As your child learns about the adventures of the rabbit and the turtle or the city mouse and the country mouse, he will learn good character traits, such as devotion and persistence. This "
Aesop's Fables for Young Readers Teacher Edition,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=195391,Abeka,1st Grade,$36.15,"Guide your child along with his reading with this parent’s companion to Aesop’s Fables, 3rd ed. Includes the student text as well as additional helps for the parent in a sturdy spiral-bound, hardcover text. The Teacher Edition Notes are developed around phonics rules and the stories themselves, rather than by lessons. "
AK5 Seatwork Digital Teaching Aids,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=327808,Abeka,Misc.,,Save time prepping your classroom for the next day's assignments with the AK5 Seatwork Digital Teaching Aids (Cursive or Manuscript) . Utilizing this format provides additional teaching space on your board now that seatwork can be projected on a screen or wall or printed as large charts for display. Students can improv
Alexander Mackay God's Engineer (Heroes of the Faith Series),https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=82686,Abeka,7th Grade &#8211; 12th Grade,$20.45,"“My heart burns for the deliverance of Africa!” Stirred by the legacy of missionary David Livingston, young Alexander Mackay determined in 1875 to carry the gospel to the land of Uganda on the shores of Lake Victoria. The Scottish engineer soon discovered a ministry among the African people that would earn him the titl"
Alfred the Great&#8212;Abbott Series,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=68888,Abeka,7th Grade &#8211; 12th Grade,$20.45,"Alfred laid the cornerstone ofthe British Empire not by brute force or in cunning but by his virtue, valor,and perseverance. No wonder he was called “Great!” Meet an extraordinary andinspiring sovereign remembered for his love for his people, his faith in God,and his accomplishments as the first great king of England. "
Algebra 1,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=415006,Abeka,9th Grade &#8211; 10th Grade,$24.95-$59.85,"Help your student the ability to think systematically as he applies the rules and principles of algebra! Your student will solve linear equations that include fractions, decimals, radicals, and absolute value expressions. He will graph, analyze, and solve two-variable equations, inequalities, and functions, and learn m"
Algebra 1 Digital Teaching Slides,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=401412,Abeka,9th Grade,$60.80,"Teach, review, and reinforce concepts learned in Algebra class with the Algebra 1 Digital Teaching Slides . Used in conjunction with the Algebra 1 Teacher Editions Vol. 1-2, Algebra 1 Solution Key, and Algebra 1 student text, this product enhances each lesson and makes learning more interactive. You will save prep time"
Algebra 1 DVD Monthly Rental,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=412848,Abeka,Misc.,$35.00,"Give your students effective instruction by our master teachers with ProTeach! With the Algebra 1 DVD Monthly Rental , you will be able to use the DVDs and let the master teachers bring fresh ideas to make Algebra 1 come to life. As your students become acquainted with their other classmates on the video, they will fee"
Algebra 1 Homeschool Student Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=407674,Abeka,9th Grade,$69.65,All the foundational concepts your student learned in Pre-Algebra can now be applied in Algebra 1 effectively with the Algebra 1 Homeschool Student Kit ! This kit includes the Algebra 1 textbook as well as the quiz and test book that correlates with the material introduced within the text book. Your student will be pro
Algebra 1 Parent Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=407682,Abeka,9th Grade,$184.85,"Keep your student on track and organized with the Algebra 1 Parent Kit . Save time by purchasing the kit compared to purchasing each item separately. The 3 items included in this kit will give you 170 easy-to-use lesson plans, the answer key for assessments, and the solution key for the work-text—all the essentials! Co"
Algebra 1 Quiz and Test Book,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370924,Abeka,9th Grade &#8211; 10th Grade,$13.45,"Administer assessments with the Algebra 1 Quiz and Test Book to determine which concepts need to be further explained and which students need extra assistance. This book contains 49 quizzes (including 12 chapter review quizzes) and 12 tests (including 2 quarter exams, 1 semester exam, and 1 final exam) that you can use"
Algebra 1 Quiz and Test Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370932,Abeka,9th Grade &#8211; 10th Grade,$23.30,"Correctly grade your students’ assessments with the Algebra 1 Quiz and Test Key . This key contains the answers in easy-to-read colored font for all 49 quizzes and 12 tests. Includes a detailed solution to all process problems that require work. Additionally, you will be able to identify specific sections on which your"
Algebra 1 Solution Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370959,Abeka,9th Grade &#8211; 10th Grade,$79.55,Guide your high schooler through the step-by-step processes for detailed problems with this Algebra 1 Solution Key. This optional text gives you all the answers to the Algebra 1 textbook and detailed solutions for problems that have multiple steps. This spiral-bound key allows you to quickly identify where errors may h
Algebra 1 Student Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=408107,Abeka,Misc.,,All the foundational concepts your students learned in Pre-Algebra can now be applied in Algebra 1 effectively with the Algebra 1 Student Kit ! This kit includes the Algebra 1 textbook as well as the quiz and test book that correlates with the material taught in the video by the master teacher. Whether using the digita
Algebra 1 Supplementary Exercises,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370967,Abeka,9th Grade &#8211; 10th Grade,$23.60,"Give your students extra practice with Algebra 1 Supplementary Exercises that correlate with the Algebra 1 student text. These supplementary exercises are available for each section of the student text and can be used to help reinforce a concept, prepare for an assessment, or review previously taught material. For ease"
Algebra 1 Supplementary Exercises Teacher Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370975,Abeka,9th Grade &#8211; 10th Grade,$31.40,Accurately evaluate your students’ supplementary exercises with this Algebra 1 Supplementary Exercises Key . This teacher’s resource includes the answers and solutions in easy-to-read colored font to the practice exercises and review sections in Algebra 1 Supplementary Exercises.
Algebra 1 Teacher Edition Volume 1,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370894,Abeka,9th Grade &#8211; 10th Grade,$45.85,"Help your students strengthen their problem solving skills with the Algebra 1 Teacher Edition Volume 1 . For convenience, this book includes daily lesson plans, quick comprehension quizzes, and the answers to the problems. Additionally, you'll find suggested problems to assign for practice and homework, teaching tips, "
Algebra 1 Teacher Edition Volume 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=370908,Abeka,9th Grade &#8211; 10th Grade,$45.85,"Help your students strengthen their problem solving skills with the Algebra 1 Teacher Edition Volume 2 . For convenience, this book includes daily lesson plans, quick comprehension quizzes, and the answers to the problems. Additionally, you'll find suggested problems to assign for practice and homework, teaching tips, "
Algebra 1 Teacher Edition Volumes 1 and 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=412651,Abeka,9th Grade &#8211; 10th Grade,$91.70,"Help your students strengthen their problem solving skills with the Algebra 1 Teacher Edition Volumes 1 and 2. We’ve included additional suggestions for extending critical thinking opportunities already within the student text as well as suggested problems for practice and homework, teaching tips, ideas for incorporati"
Algebra 1 Teacher Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=412899,Abeka,Misc.,$194.55,"Maximize your students’ learning experience and your teaching productivity with our Algebra 1 Teacher Kit , made specifically with you, the algebra teacher, in mind! Included in this kit are Algebra 1 Teacher Edition Volumes 1 & 2, Algebra 1 Solution Key, and Algebra 1 Quiz and Test Key— all the tools you need to make "
Algebra 1 Video,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=428132,Abeka,9th Grade,$387.00-$745.00,"Students with a solid foundation in arithmetic are now prepared to apply it to the study of algebra. They will appreciate right away that every algebraic concept logically builds on the previous one, a demonstration of the truth and order that God has built into the universe. Using the properties of equality, your teen"
Algebra 1 Video Manual,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=408824,Abeka,Misc.,$41.60,"Begin Algebra 1 with confidence using the invaluable resources found in our Algebra 1 Video Manual ! Our video manual provides a detailed description of this subject and its goals, as well as a sample schedule to follow and daily guides that walk you through each lesson’s preparation and expectations. This manual offer"
Algebra 1 Video Teacher Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=412872,Abeka,Misc.,$102.85,"Grade your students’ tests and quizzes with confidence and with ease using our Algebra 1 Video Teacher Kit , made specifically with you, the classroom supervisor, in mind! We know that with a schedule as busy as yours, you want to save time wherever you can; that’s why our answer keys provide you with both the answers "
Algebra 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=406058,Abeka,10th Grade,$24.95-$59.85,"Chapter studies reinforce foundational algebraic methods and expand concepts such as probability, statistics, and transitional graphing. New topics such as sequences, series, counting, and trigonometry are also introduced. Mastery of concepts is developed through detailed examples and ample practice. This updated stude"
Algebra 2 Digital Teaching Slides,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=401463,Abeka,10th Grade,$56.65,"Teach, review, and reinforce concepts learned in Algebra 2 class with Algebra 2 Digital Teaching Slides ! These Digital Teaching Slides save you prep time by providing instruction slides and allow you to edit for flexibility to meet each class's needs. Not only does this new product include instruction slides, but it a"
Algebra 2 DVD Monthly Rental&#8212;Revised,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=440361,Abeka,Misc.,$35.00,
Algebra 2 Homeschool Student Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=430897,Abeka,10th Grade,$69.65,"Help your students further investigate concepts that were introduced in Algebra 1, such as linear equations, linear inequalities, polynomials, probability, statistics, and more with the Algebra 2 Student Kit . This video student kit includes the textbook and the quiz and test book that aid the students’ learning as the"
Algebra 2 Parent Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=430919,Abeka,10th Grade,$184.85,"Teach with ease and confidence using the Algebra 2 Parent Kit . Save time by purchasing the kit compared to purchasing each item separately. The items included in this kit will give you 170 days of easy-to-use lesson plans, an answer key for assessments, and the solution key—all the essentials! Combine this with the Al"
Algebra 2 Quiz and Test Book,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=197742,Abeka,10th Grade,$13.45,"See how far your students have come with this Algebra 2 quiz and test book! The content quizzes in this book provide reinforcement of learning in small chunks, and the unit tests and review examinations cement your students’ understanding of the material and build their confidence. Optional quizzes and test questions g"
Algebra 2 Quiz and Test Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=197769,Abeka,10th Grade,$23.30,"Helping the teacher grade quickly and accurately, this key is the teacher companion to Algebra 2 Quizzes/Tests (sold separately). This is an exact copy of the student quiz and test book with all the answers and point values supplied. Solution steps are given in color next to the problems for each question that calls fo"
Algebra 2 Solution Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=197734,Abeka,10th Grade,$79.55,Your time is valuable. Use the Algebra 2 Solution Key to let you see at a glance which step stumped a student without having to work the problem yourself. The Solution Key gives you the answers to all the problems and provides detailed solutions for all problems that have multiple steps. Complete with diagrams and grap
Algebra 2 Student Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=361135,Abeka,Misc.,,"Help your students further investigate concepts that were introduced in Algebra 1, such as linear equations, linear inequalities, polynomials, probability, statistics, and more with the Algebra 2 Video Student Kit . This video student kit includes the textbook and the quiz and test book that aid the students’ learning "
Algebra 2 Teacher Edition Volume 1,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=406066,Abeka,10th Grade,$45.85,"Let the Algebra 2 Teacher Edition Volume 1 assist you in guiding your students to success. Besides providing a copy of the student text with answers inserted, the key includes a teacher supplement in the back with suggestions for class schedules, tips for teaching word problems and other aspects of the text, a scope an"
Algebra 2 Teacher Edition Volume 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=406074,Abeka,10th Grade,$45.85,"Let the Algebra 2 Teacher Edition Volume 2 assist you in guiding your students to success. Besides providing a copy of the student text with answers inserted, the key includes a teacher supplement in the back with suggestions for class schedules, tips for teaching word problems and other aspects of the text, a scope an"
Algebra 2 Teacher Edition Volumes 1 and 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=435554,Abeka,10th Grade,$91.70,"Help your students grow in mathematical maturity and analytical thinking with the Algebra 2 Teacher Edition Volumes 1 and 2 . This comprehensive resource equips educators with a wide range of instructional tools, including daily lesson plans, quick comprehension checks, and answer keys for the student work-text. It als"
Algebra 2 Teacher Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=431281,Abeka,Misc.,$194.55,"The Algebra 2 Teacher Kit contains everything you need to guide your students through a successful year of Algebra 2. Save time by purchasing the kit compared to purchasing each item separately. The 4 items included in this kit will give you 170 days of easy-to-use lesson plans, answer keys for the textbook and assessm"
Algebra 2 Video,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=428159,Abeka,10th Grade,$387.00-$745.00,"Having completed Algebra 1 your teen now has a solid foundation in the area of Algebra. With this next level of Algebra, he will learn more about equations and their inequalities, basic trigonometry, Cartesian plane, probability, and statistics. Algebra 2 is not an easy subject, so give your child the experience of stu"
Algebra 2 Video Manual,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=306746,Abeka,Misc.,$41.60,"Plunge into Algebra 2 with confidence using the invaluable resources found in our Algebra 2 Video Manual ! Our video manual provides a description of the class’s activities and projects, as well as daily guides that walk you through each lesson’s preparation and expectations. This manual offers everything you need for "
Algebra 2 Video Manual&#8212;Revised,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=439444,Abeka,Misc.,$41.60,
Algebra 2 Video Teacher Kit,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=310212,Abeka,Misc.,$102.85,"Grade your students’ tests and quizzes with confidence and with ease using our Algebra 2 Video Teacher Kit, made specifically with you, the classroom supervisor, in mind! We know that with a schedule as busy as yours, you want to save time wherever you can; that’s why our answer keys provide you with both the answers a"
All Kinds of Animals,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=243086,Abeka,2nd Grade,$24.20,"Fuel students’ fascination with the animal world through the discussion of interesting facts enhanced by captivating photos! Your students will enjoy reading the 14 sections about pets, woodland animals, songbirds, and many other animals from around the world. This is the ninth book (2i) in the Abeka Reading Program fo"
All Kinds of Animals Teacher Edition,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=243094,Abeka,2nd Grade,$37.05,"Read along with your child as he explores the animal world in this fun and informative reader. This book includes a copy of the student text as well as teaching helps. Content questions are included to help your child build his comprehension skills. With vocabulary words and other exercises, your child’s foundation is "
Alphabet Fun Stories,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=138649,Abeka,K5,$55.10,"Make story time accomplish so much more than simply entertaining your class. Though your students will definitely delight in having you read “Willy Woodchuck and the White Giant” or “An Unusual Stroll with Uncle Mole,” they will also be reinforcing phonics, expanding their vocabulary, appreciating God’s design in the a"
Always Say Thank You,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=90832,Abeka,2 Years &#8211; K5,$10.65,Teach children to say “thank you” to God and others with this delightful visualized song. Includes 4 full-color cards and sheet music. Preschool–K5.
Amber Lamb Felt Hand Puppet,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=173762,Abeka,2 Years &#8211; K4,$36.65,"Interacting is a great way for your student to learn, and Amber Lamb and Button Bear definitely make it fun. Make these stories come to life by using the Amber Lamb Felt Hand Puppet. Let children place felt shapes, letters, and numbers on Amber Lamb’s dress to enhance learning letters and numbers concepts.Tell the stor"
America: Land I Love,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=405388,Abeka,8th Grade,$24.95-$51.90,America: Land I Love presents a chronological account of American history with a factual emphasis on the people and events that shaped the United States. Incorporated throughout are thought-provoking questions to develop critical thinking skills and a biblical worldview regarding the significance of individuals and eve
America: Land I Love Answer Key,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=342246,Abeka,8th Grade,$22.25,"Assess your student’s answers for each Section Review in America: Land I Love . This Answer Key also includes answers to all Chapter Reviews, along with definitions of Chapter Concepts and important terms. This resource allows you to review your student’s work for understanding and accuracy."
America: Land I Love Digital Teaching Slides,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=401439,Abeka,8th Grade,$57.70,"Teach, review, and reinforce concepts learned in history class with the America: Land I Love Digital Teaching Slides. Used in conjunction with the America: Land I Love textbook, America: Land I Love Teacher Edition, and Geography Studies and Projects of the Western Hemisphere, these editable Digital Teaching Slides are"
America: Land I Love Quiz and Test Book Volume 1,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=342254,Abeka,8th Grade,$12.55,"Evaluate your students’ progress in American history with this resource that combines both tests and quizzes. Included are tests, quizzes, and exams that correlate with the America: Land I Love student textbook. These tests and quizzes will asses your students’ understanding through objective questions over key details"
America: Land I Love Quiz and Test Book Volume 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=342289,Abeka,8th Grade,$12.55,"Evaluate your students’ progress in American history with this resource that combines both tests and quizzes. Included are tests, quizzes, and exams that correlate with the America: Land I Love student textbook. These tests and quizzes will assess your students’ understanding through objective questions over key detail"
America: Land I Love Quiz and Test Book Volumes 1 and 2,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=403733,Abeka,8th Grade,$25.10,Evaluate your students’ progress in American history with America: Land I Love Quiz and Test Book Volumes 1 and 2 that combines both volumes of assessments. These quizzes and tests will assess your students’ understanding through objective questions over key details and through essay questions that develop thinking ski
America: Land I Love Quiz and Test Key Volume 1,https://www.abeka.com/abekaonline/bookdescription.aspx?sbn=342262,Abeka,8th Grade,$21.70,Easily grade your students’ quizzes and tests with this easy-to-follow quiz and test key! Answers are clearly marked in blue and suggestions for essay questions are included to help you determine how to best score your students’ work. You will also find a grading scale for each quiz and each test. This book only includ
