title,website_url,source,grades_or_ages,prices_mentioned,description
Developing a Home Classroom - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/developing-home-classroom,FamilyEducation,Grades K-12,Free,Learn the basic steps to establishing and equipping your homeschool classroom.
Developing Special Interests - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/developing-special-interests,FamilyEducation,Grades K-12,Free,Nurturing a child's special interests is key to successful homeschooling.
Documenting a Field Trip - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/documenting-field-trip,FamilyEducation,Grades K-12,Free,"Before you go on a field trip, think of some ways to document it for follow-up work in the classroom."
Elementary Science for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/elementary-science-homeschoolers,FamilyEducation,Grades K-12,Free,"Combine children's natural curiosity with a few great resources, and your kids will not only love science, but love learning as well."
Finding Homeschooling Mentors - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/finding-homeschooling-mentors,FamilyEducation,Grades K-12,Free,"This article will help you find a homeschooling mentor, who can share his or her valuable experience with you."
Finding Your Homeschool Style - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/finding-your-homeschool-style,FamilyEducation,Grades K-12,Free,This article discusses the three basic approaches to homeschooling.
Foreign Languages for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/foreign-languages-homeschoolers,FamilyEducation,Grades K-12,Free,Learn what to consider when deciding how to teach foreign languages at home.
Getting Homeschooling Children to Focus - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/getting-homeschooling-children-focus,FamilyEducation,Grades K-12,Free,"In this article, a homeschooling mom explains how she got her child to be interested in learning."
Getting Started in Eight Steps - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/getting-started-eight-steps,FamilyEducation,Grades K-12,Free,Find the key steps to take to begin the homeschool experience.
Help! My Homeschooled Child Won't Cooperate! - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/help-my-homeschooled-child-wont-cooperate,FamilyEducation,Grades K-12,Free,Here's the help you need when your child is resistant to your teaching.
Helping a Homeschooled Child Keep in Touch with School Friends - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/helping-homeschooled-child-keep-touch-school-friends,FamilyEducation,Grades K-12,Free,Here are tips on how to help your child keep in touch with school friends when you begin homeschooling.
Helping Your Homeschooler Learn to Read - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/helping-your-homeschooler-learn-read,FamilyEducation,Grades K-12,Free,This artilce discusses the best strategies for encouraging your homeschooler child to read.
Higher Ed for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/higher-ed-homeschoolers,FamilyEducation,Grades K-12,Free,Find out how a homeschooled high-schooler goes about getting into college.
Homeschooling on a Budget - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-budget,FamilyEducation,Grades K-12,Free,Learn how to give your child a good education for very little money.
Homeschooling Dads - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-dads,FamilyEducation,Grades K-12,Free,Learn how Fathers can find great ways to inspire learning with their kids.
Homeschooling: Determining Each Child's Current Education Level - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-determining-each-childs-current-education,FamilyEducation,Grades K-12,Free,"This article describes how to get a relative baseline of where your child stands, in terms of grade year."
Homeschooling with a Disability - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-disability,FamilyEducation,Grades K-12,Free,Thinking about homeschooling your child? Take a look at why one parent chose the homeschooling path.
Homeschooling Isn't New: A Brief History of Education - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-isnt-new-brief-history-education,FamilyEducation,Grades K-12,Free,This article looks at homeschooling from an historical perspective.
Homeschooling Isn't One-Size-Fits-All - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-isnt-one-size-fits-all,FamilyEducation,Grades K-12,Free,Find out how you can help your child learn.
Homeschooling for Multiple Intelligences - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-multiple-intelligences,FamilyEducation,Grades K-12,Free,"In this article, a homeschooling mom explains how recognizing her children's various learning styles was vital to successful homeschooling."
Homeschooling and the Power of Play - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-power-play,FamilyEducation,Grades K-12,Free,"Having the time to allow children the luxury of ""just being children"" is just one of the many adbvantages to homeschooling."
Homeschooling Pros and Cons for Kids and Parents - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-pros-and-cons-for-kids-and-parents,FamilyEducation,Grades K-12,Free,Considering homeschooling? Understand homeschooling pros and cons before deciding if it's right for you.
Is Homeschooling Right For You? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-right-you,FamilyEducation,Grades K-12,Free,Find out if homeschooling is right for your family.
Homeschooling Teens - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-teens,FamilyEducation,Grades K-12,Free,"There's a better way for teens to learn, and it's easier than you think."
Homeschooling Teens: Teaching and Record Keeping - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-teens-teaching-record-keeping,FamilyEducation,Grades K-12,Free,Find out how to choose a course of study and how to maintain accurate records.
Homeschooling Teens: The Whys and the Must-Haves - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-teens-whys-must-haves,FamilyEducation,Grades K-12,Free,"There's a better way for teens to learn, and it's easier than you think."
Homeschooling Through Challenging Times - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-through-challenging-times,FamilyEducation,Grades K-12,Free,Learn how homeschooling families cope when difficulties arise.
Homeschooling Two or More Children - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/homeschooling-two-or-more-children,FamilyEducation,Grades K-12,Free,Find out how a homeschooling family with two or more children can live and learn together.
How Do I Homeschool? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/how-do-i-homeschool,FamilyEducation,Grades K-12,Free,Your first step in homeschooling is to find out what to do and where to go.
How Many Homeschoolers Are There? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/how-many-homeschoolers-are-there,FamilyEducation,Grades K-12,Free,Find out why it's difficult to know precisely how many homeschoolers there are in the United States.
How to Create a Homeschool Schedule That Works For Your Family - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/how-to-create-a-homeschool-schedule-that-works-for-your-family,FamilyEducation,Grades K-12,Free,A parent breaks down what's important to consider when creating a homeschool schedule for your family.
How to Make Homeschooling Less Stressful for the Entire Family - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/how-to-make-homeschooling-less-stressful,FamilyEducation,Grades K-12,Free,"Homeschooling can be stressful for the entire family, but it doesn’t have to be."
Including Vacations in Your Homeschool - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/including-vacations-your-homeschool,FamilyEducation,Grades K-12,Free,"You can plan a vacation that includes lots of learning opportunities, as well as fun and relaxation for the family."
Introducing The Prepared Parent - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/introducing-the-prepared-parent,FamilyEducation,Grades K-12,Free,FamilyEducation has partnered with its sister site TeacherVision.com to bring you a daily newsletter filled with free resources for parenting and teaching at home.
Learning About Your Teaching Materials for Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/learning-about-your-teaching-materials-homeschooling,FamilyEducation,Grades K-12,Free,"Once you have obtained homeschooling materials for your child, you need to spend some time familiarizing yourself with them."
Leaving School and Learning at Home - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/leaving-school-learning-home,FamilyEducation,Grades K-12,Free,This article outlines what you need to know if you're considering homeschooling your child.
Making the Transition from Parent to Homeschool Teacher - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/making-transition-parent-homeschool-teacher,FamilyEducation,Grades K-12,Free,How can you be a parent one minute and a homeschool teacher the next? It's easier than you think. Find out how.
Monitoring Legal Activity Regarding Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/monitoring-legal-activity-regarding-homeschooling,FamilyEducation,Grades K-12,Free,This article explains the importance of keeping an eye on current activities in your state regarding homeschooling.
Motivating Your Homeschooled Child - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/motivating-your-homeschooled-child,FamilyEducation,Grades K-12,Free,This article outlines some do's and don'ts for homeschooling techniques.
Motivating Your Homeschooled Child - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/motivating-your-homeschooled-child-0,FamilyEducation,Grades K-12,Free,"When it's time to do ""school stuff"" are your kids less than enthusiastic? Find ways to bring the fun back into learning."
My Homeschooling Mistakes - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/my-homeschooling-mistakes,FamilyEducation,Grades K-12,Free,This article provides helpful advice to parents who are new to homeschooling. The author shares her past homeschooling mistakes so that other parents can avoid repeating them.
Notifying the State About Your Homeschool and Documenting Legal Requirements - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/notifying-state-about-your-homeschool-documenting-legal,FamilyEducation,Grades K-12,Free,Learn about the types of notification your state may require for your homeschool.
Organizing and Preparing Teaching Materials for Your Homeschool - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/organizing-preparing-teaching-materials-your-homeschool,FamilyEducation,Grades K-12,Free,"As you get familiar with your teaching materials, organize them so that you will know where everything is."
Planning for a Field Trip - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/planning-field-trip,FamilyEducation,Grades K-12,Free,Learn the steps in planning a great field trip for your homeschoolers.
Planning Your Homeschool Year - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/planning-your-homeschool-year,FamilyEducation,Grades K-12,Free,"After you have determined the number of days in your homeschool year, you need to lay out the schedule for the year."
Poetry for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/poetry-homeschoolers,FamilyEducation,Grades K-12,Free,"How can you improve spelling, vocabulary, and writing skills and have fun at the same time? Pick up some poetry!"
Pre-Homeschooling Checklist - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/pre-homeschooling-checklist,FamilyEducation,Grades K-12,Free,This article discusses the various requirements of homeschooling--including cost.
Preparing for Homeschool - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/preparing-homeschool,FamilyEducation,Grades K-12,Free,Learn about the major tasks involved in preparing to homeschool.
Real Learning Happens Daily - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/real-learning-happens-daily,FamilyEducation,Grades K-12,Free,This article discusses how learning is a natural part of everyday life for homeschooled kids. Find out how to best nurture and encourage their drive to learn.
Responding to Other People's Concerns About Your Decision to Homeschool - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/responding-other-peoples-concerns-about-your-decision,FamilyEducation,Grades K-12,Free,"Anticipate people's concerns and questions regarding your decision to homeschool your child, and learn how you can respond."
Sample Printable Homeschool Schedule - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/sample-printable-homeschool-schedule,FamilyEducation,Grades K-12,Free,A sample schedule to use for establishing a daily homeschool plan that works for kids and parents alike.
Should You Homeschool Through the Summer? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/should-you-homeschool-through-summer,FamilyEducation,Grades K-12,Free,This article discusses the pros and cons of homeschoooling through the summer.
Social Skills and Homeschooling: Myths and Facts - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/social-skills-homeschooling-myths-facts,FamilyEducation,Grades K-12,Free,Thinking about homeschooling your kids but worried about socialization? Here's proof that you can put your fears to rest.
Summer Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/summer-homeschooling,FamilyEducation,Grades K-12,Free,This article discusses various methods of incorporating vacation time into homeschooling curriculums.
Teaching Math for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/teaching-math-homeschoolers,FamilyEducation,Grades K-12,Free,Learn how to homeschool math even if it wasn't your strongest subject.
Teaching Your Homeschooler to Read: Creating a Homeschool Curriculum - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/teaching-your-homeschooler-to-read-creating-a-homeschool-curriculum,FamilyEducation,Grades K-12,Free,A literacy and reading expert explains how teach homeschooled kids to read and create a successful homeschool curriculum for early readers.
The Ten Most Important Things You Need To Know About Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/ten-most-important-things-you-need-know-about-homeschooling,FamilyEducation,Grades K-12,Free,Find the crucial issues every homeschooling parent needs to explore.
The Ultimate Homeschool Supply List According to an Elementary School Teacher - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/the-ultimate-homeschool-supply-list,FamilyEducation,Grades K-12,Free,"We've got the ultimate homeschool supply list including everything you'll need to set up a learning space, school supplies, learning materials, and technology and electronics."
Thinking about Homeschooling? Here's What You Need to Know - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/thinking-about-homeschooling-heres-what-you-need-know,FamilyEducation,Grades K-12,Free,Learn why so many families are choosing to homeschool and what you need to know to get started.
The Top Five Misconceptions About Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/top-five-misconceptions-about-homeschooling,FamilyEducation,Grades K-12,Free,The root of many misconceptions about homeschooling is simply a lack of information about homeschooling.
Transitioning from Parent to Homeschool Teacher: Are You Qualified? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/transitioning-parent-homeschool-teacher-are-you-qualified,FamilyEducation,Grades K-12,Free,How can you be a parent one minute and a homeschool teacher the next? It's easier than you think. Find out how.
Transitioning from Parent to Homeschool Teacher: Covering the Basics - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/transitioning-parent-homeschool-teacher-covering-basics,FamilyEducation,Grades K-12,Free,How can you be a parent one minute and a homeschool teacher the next? It's easier than you think. Find out how.
"Understanding the Reasons for Transitioning from ""Regular"" School to Homeschool - FamilyEducation",https://www.familyeducation.com/school-learning/homeschooling/understanding-reasons-transitioning-regular-school-homeschool,FamilyEducation,Grades K-12,Free,"If your child has already been to a ""regular"" school, the transition to homeschooling may be difficult."
Using Unit Studies in Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/using-unit-studies-homeschooling,FamilyEducation,Grades K-12,Free,Learn how to use unit studies to keep your homeschooled child interested and motivated.
What Are Lesson Plans for Homeschooling and Why Are They Important? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-are-lesson-plans-homeschooling-why-are-they-important,FamilyEducation,Grades K-12,Free,Lesson plans are essential preparation for teaching. This article describes how to develop them.
What Has Your State Government or Local School System Got to Do with Homeschool? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-has-your-state-government-or-local-school-system-got-do,FamilyEducation,Grades K-12,Free,Read these guidelines to make sure you comply with state and local government regulations regarding homeschooling.
What Is Homeschool? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-homeschool,FamilyEducation,Grades K-12,Free,Learn about the concept behind homeschooling in this article.
What Is Needed from You to Homeschool Successfully? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-needed-you-homeschool-successfully,FamilyEducation,Grades K-12,Free,"If you are planning to homeschool your child, find out what you will need to homeschool successfully."
What Is Needed from Your Kids and Family to Homeschool Successfully? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-needed-your-kids-family-homeschool-successfully,FamilyEducation,Grades K-12,Free,Learn how your kids and family can help to make a successful homeschool possible.
What Is Needed from Your Spouse to Homeschool Successfully? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-needed-your-spouse-homeschool-successfully,FamilyEducation,Grades K-12,Free,"As part of the homeschool team, the supporting spouse can do some of the things outlined in this article."
What To Do If Your Kids Won't Respect You As a Homeschool Teacher - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/what-to-do-if-your-kids-wont-respect-you-as-a-homeschool-teacher,FamilyEducation,Grades K-12,Free,"If your kids are refusing to take you seriously as a homeschool teacher and only see you as their parent, we have tips and tricks from two education experts."
Why Choose Homeschooling? - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/why-choose-homeschooling,FamilyEducation,Grades K-12,Free,Considering homeschooling? Here are some reasons why it could work for your family.
Advantages of Homeschooling - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/why-do-people-homeschool,FamilyEducation,Grades K-12,Free,This article explores the benefits and advantages of homeschooling children.
Women in History for Homeschoolers - FamilyEducation,https://www.familyeducation.com/school-learning/homeschooling/women-history-homeschoolers,FamilyEducation,Grades K-12,Free,Learn how to enrichen a homeschool curriculum with women's history.
