title,website_url,source,grades_or_ages,prices_mentioned,description
"Full, Ready, and Exact: How to Become a Better Thinker [Andrew Pudewa]",https://iew.com/full-ready-and-exact-how-to-become-a-better-thinker-andrew-pudewa,IEW,Grades K-12,,"Because artificial intelligence is now able to instantly do extensive research, create content with sophisticated vocabulary and reliably correct grammar, and even act as a proxy for individual thought, is it less—or more—important to cultivate these distinctly human arts of language in our students today? If the latter is true, why? And, how can we do so while recognizing that our students live in a brave new information economy that will undoubtedly continue to expand its capacity to atrophy the skills it replaces? Andrew Pudewa explores the vital roles of reading, conversation, and writing as tools to foster curiosity, creativity, ethical decision-making, and meaningful interpersonal communication."
Galloping through Grading [Janet Spitler],https://iew.com/galloping-through-grading-janet-spitler,IEW,Grades K-12,$3.00,Recorded at the 2010 Writing Educator's Symposium
Grammar and Editing Skills [Andrew Pudewa],https://iew.com/grammar-and-editing-skills-andrew-pudewa,IEW,3-5; 6-8,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
Hacking High School [Andrew Pudewa],https://iew.com/hacking-high-school-andrew-pudewa,IEW,Grades K-12,,"Most of us have presuppositions about what high school is based on our own experience. Times are changing, and the opportunities for home educating high schoolers have grown rapidly. Many of these opportunities will save time, help your family avoid higher education debt, and give your teens a head start on their next decade of life."
High School Essay Intensive Video Streaming Access [Do NOT purchase this item unless you have a unique activation code*],https://iew.com/high-school-essay-intensive-video-streaming-access-do-not-purchase-this-item-unless-you-have-a-unique-activation-code,IEW,Grades K-12,$69.00,High School Essay Intensive Video Streaming Access [Do NOT purchase this item unless you have a unique activation code*]
How To Cultivate Wisdom Through Writing [Andrew Kern],https://iew.com/how-to-cultivate-wisdom-through-writing-andrew-kern,IEW,9-12,$3.00,Recorded at the 2010 Writing Educator's Symposium
However Imperfectly [Audio Download],https://iew.com/however-imperfectly-audio-download,IEW,Grades K-12,,"As IEW’s founder and principal speaker, Andrew Pudewa has spent the last three decades speaking and writing about issues related to teaching, writing, thinking, spelling, and music with clarity, insight, practical experience, and humor."
However Imperfectly [Book/Streaming Combo],https://iew.com/however-imperfectly-bookstreaming-combo,IEW,Grades K-12,$25.00,"As IEW’s founder and principal speaker, Andrew Pudewa has spent the last three decades speaking and writing about issues related to teaching, writing, thinking, spelling, and music with clarity, insight, practical experience, and humor. These 50+ articles define not only the lessons learned, but exemplify wisdom gained from readings, mentors, and adventures while teaching and traveling the globe."
However Imperfectly [Book/Streaming Combo] [CLEARANCE],https://iew.com/however-imperfectly-bookstreaming-combo-clearance,IEW,Grades K-12,$15.00,"As IEW’s founder and principal speaker, Andrew Pudewa has spent the last three decades speaking and writing about issues related to teaching, writing, thinking, spelling, and music with clarity, insight, practical experience, and humor. These 50+ articles define not only the lessons learned, but exemplify wisdom gained from readings, mentors, and adventures while teaching and traveling the globe."
Humor in Teaching and Speaking [Andrew Pudewa],https://iew.com/humor-in-teaching-and-speaking-andrew-pudewa,IEW,Grades K-12,$3.00,Recorded at the 2008 Writing Educator's Symposium
IEW Annual Educators’ Conference 2025 [Live] (July 2025),https://iew.com/iew-annual-educators-conference-2025-live-july-2025,IEW,Grades K-12,$10.00,-
IEW Annual Educators’ Conference 2026 [Live] (July 2026),https://iew.com/iew-annual-educators-conference-2026-live-july-2026,IEW,Grades K-12,$10.00,IEW Annual Educators’ Conference 2026 [Live] (July 2026)
IEW Binder [Generic],https://iew.com/iew-binder-generic,IEW,Grades K-12,$12.00,A 3-ring binder for generic IEW use. (no tabs included)
Independent Study Schools Examination Packet,https://iew.com/independent-study-schools-examination-packet,IEW,Grades K-12,,Schoolteachers and Administrators: Receive your FREE Independent Study Schools Examination Packet!
Introduction to Public Speaking [Binder & Student Packet],https://iew.com/introduction-to-public-speaking-binder-student-packet,IEW,6-8; 9-12,$25.00,"EXTRA STUDENT MATERIALS ONLY—NOT A COMPLETE COURSE. Purchase this binder and student packet if you already own the necessary Teacher’s Manual and have access to the accompanying IPS video course. This product contains a complete set of student materials for extra students who are watching the Introduction to Public Speaking video course in a group or classroom. The binder and student packet includes a 3-ring student binder with four tabs for organizing student work and a packet of handouts with source texts, checklists, and more!"
Introduction to Public Speaking [Binder & Student Packet] [CLEARANCE],https://iew.com/introduction-to-public-speaking-binder-student-packet-clearance,IEW,6-8; 9-12,$18.00,"EXTRA STUDENT MATERIALS ONLY—NOT A COMPLETE COURSE. Purchase this binder and student packet if you already own the necessary Teacher’s Manual and have access to the accompanying IPS video course. This product contains a complete set of student materials for extra students who are watching the Introduction to Public Speaking video course in a group or classroom. The binder and student packet includes a 3-ring student binder with four tabs for organizing student work and a packet of handouts with source texts, checklists, and more!"
Introduction to Public Speaking [Binder],https://iew.com/introduction-to-public-speaking-binder,IEW,6-8; 9-12,$12.00,A 3-ring student binder with four tabs for organizing student work. Student Packet not included.
Introduction to Public Speaking [Binder] [CLEARANCE],https://iew.com/introduction-to-public-speaking-binder-clearance,IEW,6-8; 9-12,$8.00,A 3-ring student binder with four tabs for organizing student work. Student Packet not included.
Introduction to Public Speaking [Forever Streaming or DVD],https://iew.com/introduction-to-public-speaking-forever-streaming-or-dvd,IEW,6-8; 9-12,$99.00,"In this twelve-week course, middle and high school students learn memory and delivery techniques as they write and present five speeches: self-introductory, narrative, expository, persuasive, and impromptu. Students evaluate recorded speeches in preparation for self-evaluation. This self-explanatory program empowers teachers to help students become competent and confident public speakers."
Introduction to Public Speaking [Student Packet only],https://iew.com/introduction-to-public-speaking-student-packet-only,IEW,6-8; 9-12,$19.00,All the handouts that a single student needs for watching the student videos and completing the coursework. Binder and tabs not included.
Introduction to Public Speaking [Teacher's Manual only],https://iew.com/introduction-to-public-speaking-teachers-manual-only,IEW,6-8; 9-12,$29.00,"This complete Teacher’s Manual contains embedded images of student pages, along with suggested answers, video board notes, teaching tips, and access to students’ sample essays that are read aloud on the video."
Investigations in Writing [Student Book only],https://iew.com/investigations-in-writing-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY – Purchase this Student Book for each of your students if you already own the Investigations in Writing Teacher's Manual. This course was written in collaboration with Hillsdale College K-12 Education.
Investigations in Writing [Teacher's Manual only],https://iew.com/investigations-in-writing-teachers-manual-only,IEW,6-8,$29.00,TEACHER'S MANUAL ONLY – Purchase this Teacher's Manual if you already own the Investigations in Writing Student Book. This course was written in collaboration with Hillsdale College K-12 Education.
Investigations in Writing [Teacher's Manual only] [CLEARANCE],https://iew.com/investigations-in-writing-teachers-manual-only-clearance,IEW,6-8,$20.00,TEACHER'S MANUAL ONLY – Purchase this Teacher's Manual if you already own the Investigations in Writing Student Book. This course was written in collaboration with Hillsdale College K-12 Education.
Investigations in Writing [Teacher/Student Combo],https://iew.com/investigations-in-writing-teacherstudent-combo,IEW,6-8,$55.00,"Examine a wide variety of fascinating subjects in Investigations in Writing! Students write about intriguing topics such as Socrates, plate tectonics, and other interesting subjects while they learn to write with the Structure and Style® writing method. This course was written in collaboration with Hillsdale College K-12 Education."
Investigations Writing Companion,https://iew.com/investigations-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Investigations in Writing.
IPS Forever Streaming Activation,https://iew.com/ips-forever-streaming-activation,IEW,Grades K-12,$60.00,"If you purchased the Introduction to Public Speaking Forever Streaming package, use your unique activation code*, included with your purchase, at checkout to receive access to forever streaming video at no additional charge. Note: Once your activation order has completed, it can take a few minutes for the new videos to show in your Dashboard under Video Streams."
Journeys in Writing [Student Book only],https://iew.com/journeys-in-writing-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY – Purchase this Student Book for each of your students if you already own the Journeys in Writing Teacher's Manual. This course was written in collaboration with Hillsdale College K-12 Education.
Journeys in Writing [Teacher's Manual only],https://iew.com/journeys-in-writing-teachers-manual-only,IEW,6-8,$29.00,TEACHER'S MANUAL ONLY – Purchase this Teacher Book if you already own the Journeys in Writing Student Book. This course was written in collaboration with Hillsdale College K-12 Education.
Journeys in Writing [Teacher/Student Combo],https://iew.com/journeys-in-writing-teacherstudent-combo,IEW,6-8,$55.00,"Discover a wide variety of fascinating subjects in Journeys in Writing! Students write about intriguing topics such as Niagara Falls, Monet, the symphony, and other interesting subjects while they learn to write with the Structure and Style® writing method. This course was written in collaboration with Hillsdale College K-12 Education."
Journeys Writing Companion,https://iew.com/journeys-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Journeys in Writing.
Linguistic Development through Poetry Memorization [Student Book only],https://iew.com/linguistic-development-through-poetry-memorization-student-book-only,IEW,K-2; 3-5; 6-8; 9-12,$19.00,"If you don't wish to print the Linguistic Development through Poetry Memorization Student e-book, let us print and bind it for you."
Linguistic Development through Poetry Memorization [Teacher's Manual only],https://iew.com/linguistic-development-through-poetry-memorization-teachers-manual-only,IEW,K-2; 3-5; 6-8; 9-12,$29.00,Introduce your students to the beauty of literature through the doorway of poetry. Enrich vocabulary while infusing reliably correct and sophisticated English language patterns into students' minds.
"Linguistic Development through Poetry Memorization [Teacher's Manual, Student Book, & CDs]",https://iew.com/linguistic-development-through-poetry-memorization-teachers-manual-student-book-cds,IEW,K-2; 3-5; 6-8; 9-12,$65.00,"Introduce your students to the beauty of literature through the doorway of poetry. Enrich vocabulary while infusing reliably correct and sophisticated English language patterns into students' minds. How? By listening to and memorizing these classic poems and speeches, which are read with flair and finesse!"
"Making Learning Come Alive [Anna Ingham, C.M.]",https://iew.com/making-learning-come-alive-anna-ingham-cm,IEW,K-2; 3-5,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
"Mastery Learning, Ability Development, and Individualized Education [Andrew Pudewa]",https://iew.com/mastery-learning-ability-development-and-individualized-education-andrew-pudewa,IEW,K-2; 3-5; 6-8; 9-12,,"What is ""mastery learning"" and how does it relate to home education? Andrew will explain the methods, goals, and benefits of the ability development model as developed by Dr. Shinichi Suzuki, and applications to disciplines other than music, along with potential obstacles to successful implementation. Come and hear how, as Dr. Suzuki puts it, ""Every child can learn,” and you can create success in areas where you or your children have struggled in the past."
Medieval History-Based Writing Companion,https://iew.com/medieval-history-based-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Medieval History-Based Writing Lessons.
Medieval History-Based Writing Lessons [Student Book only],https://iew.com/medieval-history-based-writing-lessons-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Medieval History-Based Writing Lessons Teacher's Manual.
Medieval History-Based Writing Lessons [Teacher's Manual only],https://iew.com/medieval-history-based-writing-lessons-teachers-manual-only,IEW,6-8,$29.00,TEACHER'S MANUAL ONLY - Purchase this Teacher's Manual if you already own the Medieval History-Based Writing Lessons Student Book.
Medieval History-Based Writing Lessons [Teacher/Student Combo],https://iew.com/medieval-history-based-writing-lessons-teacherstudent-combo,IEW,6-8,$55.00,"From the Anglo-Saxons to the Renaissance, the Middle Ages come to life! Students write about knights, Vikings, and more while they learn to write with the Structure and Style®️ writing method."
Mini Posters,https://iew.com/mini-posters,IEW,3-5; 6-8; 9-12,$19.00,"Internalize ideas through frequency, intensity, and duration."
Modern World History-Based Writing Companion,https://iew.com/modern-world-history-based-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Modern World History-Based Writing Lessons.
Modern World History-Based Writing Lessons [Student Book only],https://iew.com/modern-world-history-based-writing-lessons-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Modern World History-Based Writing Lessons Teacher's Manual.
Modern World History-Based Writing Lessons [Teacher's Manual only],https://iew.com/modern-world-history-based-writing-lessons-teachers-manual-only,IEW,6-8,$29.00,TEACHER'S MANUAL ONLY - Purchase this Teacher's Manual if you already own the Modern World History-Based Writing Lessons Student Book.
Modern World History-Based Writing Lessons [Teacher/Student Combo],https://iew.com/modern-world-history-based-writing-lessons-teacherstudent-combo,IEW,6-8,$55.00,"The world is at your fingertips! Students write about world leaders, the printing press, and more through cultural literature and the study of famous people and events while they learn to write with the Structure and Style® writing method."
"Nature Deficit Disorder: Causes, Consequences, & Cures [Andrew Pudewa]",https://iew.com/nature-deficit-disorder-causes-consequences-cures-andrew-pudewa,IEW,K-2; 3-5; 6-8; 9-12,$3.00,"Nature Deficit Disorder: Causes, Consequences, & Cures [Andrew Pudewa]"
Nurturing Competent Communicators [Andrew Pudewa],https://iew.com/nurturing-competent-communicators-andrew-pudewa,IEW,K-2; 3-5; 6-8; 9-12,,"Many teachers and parents think that good readers will naturally become good writers. Others think that writing talent is just that—a natural ability—some have it, others don’t. Both are myths. History and modern research show very clearly how good writers develop and demonstrate the two most critical things needed for a high level of aptitude in writing. With humor and insight, Andrew will share the two easy but unbelievably powerful things you can do to build language patterns and nurture competent communicators in your classroom or family."
Observation and Coaching Day [Live On-Site Workshop],https://iew.com/observation-and-coaching-day-live-on-site-workshop,IEW,PD,$2000.00,This product is intended for use by five-day-a-week schools. An IEW Implementation Coach observes and coaches your teachers. Please contact our Schools Department if you have questions about this product or if you want to purchase. 800.856.5815
On Listening [Andrew Pudewa],https://iew.com/on-listening-andrew-pudewa,IEW,Grades K-12,$3.00,"Recorded live in 2013, this audio talk includes wisdom and insight from Andrew Pudewa as he shares his research and stories on his journey of 25 years of studying the arts of language."
On Reading [Andrew Pudewa],https://iew.com/on-reading-andrew-pudewa,IEW,Grades K-12,$3.00,"Recorded live in 2013, this audio talk includes wisdom and insight from Andrew Pudewa as he shares his research and stories on his journey of 25 years of studying the arts of language."
On Speaking [Andrew Pudewa],https://iew.com/on-speaking-andrew-pudewa,IEW,Grades K-12,$3.00,"Recorded live in 2013, this audio talk includes wisdom and insight from Andrew Pudewa as he shares his research and stories on his journey of 25 years of studying the arts of language."
On Writing [Andrew Pudewa],https://iew.com/on-writing-andrew-pudewa,IEW,Grades K-12,$3.00,"Recorded live in 2013, this audio talk includes wisdom and insight from Andrew Pudewa as he shares his research and stories on his journey of 25 years of studying the arts of language."
"Online Writing Class Yr 1 Lvl B-2, Tue 10:00AM, Sem2-Spring26, Thomas",https://iew.com/online-writing-class-yr-1-lvl-b-2-tue-1000am-sem2-spring26-thomas,IEW,Grades K-12,$299.00,Please add the student name in the Notes box upon checkout.
"Origins of Structure & Style® [James B. Webster, Ph.D.]",https://iew.com/origins-of-structure-style-james-b-webster-phd,IEW,K-2; 3-5; 6-8; 9-12,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
Paper and Pen [Andrew Pudewa],https://iew.com/paper-and-pen-andrew-pudewa,IEW,Grades K-12,,Paper and Pen [Andrew Pudewa]
People and Places in Our Community [Student Book],https://iew.com/people-and-places-in-our-community-student-book,IEW,K-2,$35.00,"While writing compositions with stylistic techniques and six of IEW’s nine structural units, students will get to know the workers who keep a community running smoothly—from firefighters and police officers to road crews and rescue workers. The purchaser receives access to a downloadable Teacher’s Manual e-book that supplies sample key word outlines, comprehension questions, and thorough instructions for activities."
People and Places in Our Community [Teacher's Manual],https://iew.com/people-and-places-in-our-community-teachers-manual,IEW,K-2,$19.00,"If you don't wish to print the People and Places in Our Community Teacher's Manual e-book, let us print and bind it for you."
Phonetic Zoo Budget Package [No Audio CDs Included],https://iew.com/phonetic-zoo-budget-package-no-audio-cds-included,IEW,3-5; 6-8; 9-12,$29.00,"Homeschooling on a budget? While requiring a bit more parental involvement, this package will allow you to make use of the Phonetic Zoo program for less. (No audio CDs are included.)"
Phonetic Zoo Lesson Cards,https://iew.com/phonetic-zoo-lesson-cards,IEW,3-5; 6-8; 9-12,$15.00,These Lesson Cards contain spelling words and jingles for all three levels. Purchase if you would like an extra set or have misplaced your own.
Phonetic Zoo Spelling Level A [Audio Only],https://iew.com/phonetic-zoo-spelling-level-a-audio-only,IEW,3-5; 6-8,$59.00-$79.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio CDs allow students to work independently much of the time, while allowing for the repetition needed for mastery."
Phonetic Zoo Spelling Level A [Starter Set],https://iew.com/phonetic-zoo-spelling-level-a-starter-set,IEW,3-5; 6-8,$79.00-$99.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio allows students to work independently much of the time, while allowing for the repetition needed for mastery. The audio portion of the program can be purchased as CDs or as an MP3 download. If you choose the MP3 download, the study cards will be shipped and a regular shipping fee will be applied."
Phonetic Zoo Spelling Level B [Audio Only],https://iew.com/phonetic-zoo-spelling-level-b-audio-only,IEW,3-5; 6-8,$59.00-$79.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio CDs allow students to work independently much of the time, while allowing for the repetition needed for mastery."
Phonetic Zoo Spelling Level B [Starter Set],https://iew.com/phonetic-zoo-spelling-level-b-starter-set,IEW,3-5; 6-8,$79.00-$99.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio allows students to work independently much of the time, while allowing for the repetition needed for mastery. The audio portion of the program can be purchased as CDs or as an MP3 download. If you choose the MP3 download, the study cards will be shipped and a regular shipping fee will be applied."
Phonetic Zoo Spelling Level C [Audio Only],https://iew.com/phonetic-zoo-spelling-level-c-audio-only,IEW,6-8; 9-12,$59.00-$79.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio CDs allow students to work independently much of the time, while allowing for the repetition needed for mastery."
Phonetic Zoo Spelling Level C [Starter Set],https://iew.com/phonetic-zoo-spelling-level-c-starter-set,IEW,6-8; 9-12,$79.00-$99.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio allows students to work independently much of the time, while allowing for the repetition needed for mastery. The audio portion of the program can be purchased as CDs or as an MP3 download. If you choose the MP3 download, the study cards will be shipped and a regular shipping fee will be applied."
Phonetic Zoo Spelling Premier Package,https://iew.com/phonetic-zoo-spelling-premier-package,IEW,3-5; 6-8; 9-12,$149.00,"Looking for a new approach to spelling? This phonics-based program uses auditory input to ensure that the correct spelling of each word is absorbed by the brain. The audio allows students to work independently much of the time, while allowing for the repetition needed for mastery. The audio portion of the program in this package comes as MP3 downloads."
Phonetic Zoo: Personal Spelling Cards,https://iew.com/phonetic-zoo-personal-spelling-cards,IEW,3-5; 6-8; 9-12,$5.00,These Personal Spelling Cards keep track of your student’s common misspellings. Purchase this extra set for an additional student.
Phonetic Zoo: Teacher’s Notes,https://iew.com/phonetic-zoo-teachers-notes,IEW,3-5; 6-8; 9-12,$19.00,Purchase if you need a replacement copy.
Phonetic Zoo: Teacher’s Notes [CLEARANCE],https://iew.com/phonetic-zoo-teachers-notes-clearance,IEW,3-5; 6-8; 9-12,$13.00,Purchase if you need a replacement copy.
Phonetic Zoo: Zoo Cards,https://iew.com/phonetic-zoo-zoo-cards,IEW,3-5; 6-8; 9-12,$5.00,"Reward your child with Zoo Cards! Sized to fit into baseball card collector sleeves, they display the zoo animals on the front and the rule, jingle, or hint on the back. Purchase this extra set for an additional student."
Phonetic Zoo: Zoo Cards [CLEARANCE],https://iew.com/phonetic-zoo-zoo-cards-clearance,IEW,3-5; 6-8; 9-12,$4.00,"Reward your child with Zoo Cards! Sized to fit into baseball card collector sleeves, they display the zoo animals on the front and the rule, jingle, or hint on the back. Purchase this extra set for an additional student."
"Play It Write [Card Game] [DISCONTINUED, CLEARANCE]",https://iew.com/play-it-write-card-game-discontinued-clearance,IEW,Grades K-12,$6.00,A card game for you and your students.
"Poetry as an Integrator [Anna Ingham, C.M.]",https://iew.com/poetry-as-an-integrator-anna-ingham-cm,IEW,K-2; 3-5,$3.00,Anna Ingham explains how poetry is used to integrate the many pieces of the Blended Sound-Sight Program of Learning. Recorded at the 2004 Tacoma Teacher's Conference
Portable Walls™ for Academic Writing,https://iew.com/portable-walls-for-academic-writing,IEW,9-12; Col,$9.00,"Portable Walls for Academic Writing is a tri-fold reference that aids students as they write précis (summaries) and essays of varying lengths. It includes a clear explanation of the TRIAC model–a template for organized, logical paragraphs. It also provides examples of note-taking methods for written sources and oral presentations. Use it as a stand-alone product or as a companion to University-Ready Writing."
Portable Walls™ for Academic Writing [10 Copies],https://iew.com/portable-walls-for-academic-writing-10-copies,IEW,9-12,$60.00,Purchase 10 Portable Walls for Academic Writing and save $30!
Portable Walls™ for Structure and Style® Students,https://iew.com/portable-walls-for-structure-and-style-students,IEW,3-5; 6-8; 9-12,$9.00,"With Portable Walls for Structure and Style Students, students can create a writing station right at their desks. This tri-fold reference is packed with unit models, style illustrations, extensive word lists, and a critique thesaurus."
Portable Walls™ for Structure and Style® Students [10 Copies],https://iew.com/portable-walls-for-structure-and-style-students-10-copies,IEW,3-5; 6-8; 9-12,$60.00,Purchase 10 Portable Walls for Structure and Style Students and save $30!
Portable Walls™ for Structure and Style® Students [CLEARANCE],https://iew.com/portable-walls-for-structure-and-style-students-clearance,IEW,3-5; 6-8; 9-12,$6.00,"With Portable Walls for Structure and Style Students, students can create a writing station right at their desks. This tri-fold reference is packed with unit models, style illustrations, extensive word lists, and a critique thesaurus."
Portable Walls™ for the Public Speaker,https://iew.com/portable-walls-for-the-public-speaker,IEW,6-8; 9-12,$9.00,"Use Portable Walls for the Public Speaker to write and deliver your next speech. This colorful tri-fold reference guides students as they write, practice, memorize, and critique speeches. Use it as a stand-alone product or as a companion to Introduction to Public Speaking."
Portable Walls™ for the Public Speaker [10 Copies],https://iew.com/portable-walls-for-the-public-speaker-10-copies,IEW,6-8; 9-12,$60.00,Purchase 10 Portable Walls for the Public Speaker and save $30!
Portable Walls™ for the Public Speaker [CLEARANCE],https://iew.com/portable-walls-for-the-public-speaker-clearance,IEW,6-8; 9-12,$6.00,"Use Portable Walls for the Public Speaker to write and deliver your next speech. This colorful tri-fold reference guides students as they write, practice, memorize, and critique speeches. Use it as a stand-alone product or as a companion to Introduction to Public Speaking."
Portable Walls™ Grammar on the Go,https://iew.com/portable-walls-grammar-on-the-go,IEW,6-8; 9-12,$9.00,"Portable Walls Grammar on the Go easily helps students keep grammar concepts straight. This tri-fold reference provides punctuation rules with a focus on commas, parts of speech, tips for IEW stylistic techniques, phrases and clauses, and advanced grammar concepts."
Portable Walls™ Grammar on the Go [10 Copies],https://iew.com/portable-walls-grammar-on-the-go-10-copies,IEW,6-8; 9-12,$60.00,Purchase 10 Portable Walls Grammar on the Go and save $30!
Power Tips for Improving Teaching and Learning [Andrew Pudewa],https://iew.com/power-tips-for-improving-teaching-and-learning-andrew-pudewa,IEW,Grades K-12,,"While we try to carefully choose and use the best curricula for our classrooms, several factors have a far greater impact on day-to-day teaching and learning than the differences in materials or methods of instruction. From schedule to diet and from exercise to environment, you can use simple lifestyle adjustments to make education less stressful, more joyful, and more effective."
Preparing for Persecution – A Curriculum Proposal [Andrew Pudewa],https://iew.com/preparing-for-persecution-a-curriculum-proposal-andrew-pudewa,IEW,Grades K-12,,"In the future is it imaginable that freedom of speech and freedom of religion could be suppressed where we live? History indicates so. Andrew Pudewa discusses ways to prepare for such a contingency, which may include persecution and even martyrdom. He also explains how to cultivate necessary virtues without sparking burdensome fears. Although this is not a pleasant subject to contemplate, it is an important one."
Primary Arts of Language: Phonetic Farm [Folder with Stickers],https://iew.com/primary-arts-of-language-phonetic-farm-folder-with-stickers,IEW,K-2,$19.00,Each child will want a copy of this delightful farm scene with phonetic stickers. Purchase if you need an extra for a second student.
Primary Arts of Language: Phonetic Farm [Folder with Stickers] [CLEARANCE],https://iew.com/primary-arts-of-language-phonetic-farm-folder-with-stickers-clearance,IEW,K-2,$13.00,Each child will want a copy of this delightful farm scene with phonetic stickers. Purchase if you need an extra for a second student.
Primary Arts of Language: Phonetic Games,https://iew.com/primary-arts-of-language-phonetic-games,IEW,K-2,$19.00-$35.00,Includes all the phonetic games from the PAL: Reading program. Purchase if you need a replacement set.
Primary Arts of Language: Phonetic Games [CLEARANCE],https://iew.com/primary-arts-of-language-phonetic-games-clearance,IEW,K-2,$25.00,Includes all the phonetic games from the PAL: Reading program. Purchase if you need a replacement set.
Primary Arts of Language: Reading Complete Package,https://iew.com/primary-arts-of-language-reading-complete-package,IEW,K-2,$69.00,"Discover the blended sound-sight approach to teaching your child to read! By combining phonics with some sight words, your child can begin to read quickly and with ease while building a solid foundation for the future. Games, activities, and stickers add interest for the child, and you'll love the clear directions and thorough explanations. Use concurrently with the PAL: Writing program."
Primary Arts of Language: Reading DVD-ROM,https://iew.com/primary-arts-of-language-reading-dvd-rom,IEW,K-2,$15.00,"Includes an instructional video for the parent, printable student books, and four audio talks."
Primary Arts of Language: Reading Student Book,https://iew.com/primary-arts-of-language-reading-student-book,IEW,K-2,$39.00,Would you like us to print and bind your PAL: Reading Student Books and Readers for you? Save ink and purchase this pre-printed set.
Primary Arts of Language: Reading Teacher’s Manual,https://iew.com/primary-arts-of-language-reading-teachers-manual,IEW,K-2,$29.00,"The PAL: Reading Teacher's Manual gives daily lesson plans for the poetry, phonetic rules, and games."
Primary Arts of Language: Reading Teacher’s Manual [CLEARANCE],https://iew.com/primary-arts-of-language-reading-teachers-manual-clearance,IEW,K-2,$20.00,"The PAL: Reading Teacher's Manual gives daily lesson plans for the poetry, phonetic rules, and games."
Primary Arts of Language: Reading-Writing Complete Package,https://iew.com/primary-arts-of-language-reading-writing-complete-package,IEW,K-2,$149.00,"The Primary Arts of Language Reading and Writing materials are designed to go hand in hand. Start with the reading program, where students learn phonics and sight words while playing games and completing other engaging activities. Gradually add in the writing program, and students reinforce their reading skills with writing while learning to print letters, words, sentences, and stories using the Structure and Style® approach. Your child will learn to read and write, and will enjoy the process! Guaranteed."
Primary Arts of Language: Reading-Writing Premier Package,https://iew.com/primary-arts-of-language-reading-writing-premier-package,IEW,K-2,$179.00,"The Primary Arts of Language Reading and Writing materials are designed to go hand in hand. Start with the reading program, where students learn phonics and sight words while playing games and completing other engaging activities. Gradually add in the writing program, and students reinforce their reading skills with writing while learning to print letters, words, sentences, and stories using the Structure and Style® approach. Your child will learn to read and write, and will enjoy the process! Guaranteed."
Primary Arts of Language: Writing Complete Package,https://iew.com/primary-arts-of-language-writing-complete-package,IEW,K-2,$89.00,"Bring your child from learning to print to writing one- to three-paragraph compositions with structure and style! This complete package includes everything you need to teach your young child to write, from printing practice and sentence formation to early grammar, story sequence analysis, and writing paragraphs."
Primary Arts of Language: Writing Complete Package [CLEARANCE],https://iew.com/primary-arts-of-language-writing-complete-package-clearance,IEW,K-2,$71.00,"Bring your child from learning to print to writing one- to three-paragraph compositions with structure and style! This complete package includes everything you need to teach your young child to write, from printing practice and sentence formation to early grammar, story sequence analysis, and writing paragraphs."
Primary Arts of Language: Writing DVD-ROM,https://iew.com/primary-arts-of-language-writing-dvd-rom,IEW,K-2,$15.00,"Includes an instructional video for the parent, printable student books, and six audio talks."
Primary Arts of Language: Writing Student Book,https://iew.com/primary-arts-of-language-writing-student-book,IEW,K-2,$29.00,Would you like us to print and bind your PAL: Writing Student Books for you? Save ink and purchase this pre-printed set.
Primary Arts of Language: Writing Student Book [CLEARANCE],https://iew.com/primary-arts-of-language-writing-student-book-clearance,IEW,K-2,$20.00,Would you like us to print and bind your PAL: Writing Student Books for you? Save ink and purchase this pre-printed set.
Primary Arts of Language: Writing Teacher’s Manual,https://iew.com/primary-arts-of-language-writing-teachers-manual,IEW,K-2,$29.00,"If you already own All About Spelling, you can purchase just this Teacher's Manual and the PAL: Writing DVD-ROM to complete your set."
